"value","nombre","usuario","fecha","retweets","like","replies","texto","hashtags","ctasMencionadas","nombres_propios","fecha2"
"Proceso Verified account  @revistaproceso Oct 4 More Gracias al cine y la televisión, el público masivo se ha construido una imagen del Joker más cercana a la de un bufón que a la de un personaje perturbador #Joker #JokerMovie #Guason http://ow.ly/eKUK50wCee3  Reply 11 Retweet 35 Like 134","Proceso Verified account  ","@revistaproceso "," Oct 4 ",35,134,11,"Gracias al cine y la televisión, el público masivo se ha construido una imagen del Joker más cercana a la de un bufón que a la de un personaje perturbador #Joker #JokerMovie #Guason http://ow.ly/eKUK50wCee3","#Joker, #JokerMovie, #Guason","","Gracias, Joker, Joker, JokerMovie, Guason, KUK50wCee3","2019-10-04"
"fracko ramone  @frackoramone1 Oct 4 More – Es que la verdad ya uno no sabe que onda con las traducciones españolas. – ¿Cómo se llama en tu país? – Guasón   #ElBromas #JokerMovie Reply 1 Retweet Like","fracko ramone  ","@frackoramone1 "," Oct 4 ",NA,NA,1,"– Es que la verdad ya uno no sabe que onda con las traducciones españolas. – ¿Cómo se llama en tu país? – Guasón   #ElBromas #JokerMovie","#ElBromas, #JokerMovie","","Es, Cómo, Guasón, ElBromas, JokerMovie","2019-10-04"
"mixterix230  @mixterix230 Oct 4 More #JokerMovie #Guason jaque mate ateos (la peli me dejó sin palabras, una obra maestra)  Reply Retweet Like","mixterix230  ","@mixterix230 "," Oct 4 ",NA,NA,NA,"#JokerMovie #Guason jaque mate ateos (la peli me dejó sin palabras, una obra maestra)","#JokerMovie, #Guason","","JokerMovie, Guason","2019-10-04"
" 🥅 aLbErTo jOkEr   ⚽  🦈  @SharkAlberto19 Oct 4 More ¡Estoy nervioso!   ...Hoy veo Guasón #JokerMovie  ¡No sé qué ropa ponerme! ¡No sé qué perfume echarme!   #ElBromas Reply 4 Retweet Like 8"," ","@SharkAlberto19 "," Oct 4 ",NA,8,4,"🥅 aLbErTo jOkEr   ⚽  🦈¡Estoy nervioso!   ...Hoy veo Guasón #JokerMovie  ¡No sé qué ropa ponerme! ¡No sé qué perfume echarme!   #ElBromas","#JokerMovie, #ElBromas","","LbErTo, OkEr, Estoy, Hoy, Guasón, JokerMovie, No, No, ElBromas","2019-10-04"
"El Mike  @El_Mike_992 Oct 4 More Neta, si la van a ver... no lo hagan  #JokerMovie  #Guason  Reply Retweet Like","El Mike  ","@El_Mike_992 "," Oct 4 ",NA,NA,NA,"Neta, si la van a ver... no lo hagan  #JokerMovie  #Guason","#JokerMovie, #Guason","","Neta, JokerMovie, Guason","2019-10-04"
"Notimex Verified account  @Notimex Oct 4 More Luego de una larga espera, se estrena este viernes la película «Guasón», protagonizada por el actor Joaquín Phoenix. #JokerMovie  TW/@WBPicturesLatam  • #Notimex Reply 1 Retweet 5 Like 16","Notimex Verified account  ","@Notimex "," Oct 4 ",5,16,1,"Luego de una larga espera, se estrena este viernes la película «Guasón», protagonizada por el actor Joaquín Phoenix. #JokerMovie  TW/@WBPicturesLatam  • #Notimex","#JokerMovie, #Notimex","@WBPicturesLatam","Luego, Guasón, Joaquín, Phoenix, JokerMovie, TW, Notimex","2019-10-04"
"Ver Guasón (2019) Pelicula completa espanol latino  @VerGuason_2019 Oct 4 More Descargar Guasón español latino mega Guasón last blood pelicula completa en español latino Ver pelicula Guasón online gratis español Guasón pelicula completa en español latino online gratis Descargar Guasón pelicula completa en español latino #JoaquinPhoenix #Guason #JokerMovie  Reply Retweet Like","Ver Guasón ","@VerGuason_2019 "," Oct 4 ",NA,NA,NA,"(2019)Descargar Guasón español latino mega Guasón last blood pelicula completa en español latino Ver pelicula Guasón online gratis español Guasón pelicula completa en español latino online gratis Descargar Guasón pelicula completa en español latino #JoaquinPhoenix #Guason #JokerMovie","#JoaquinPhoenix, #Guason, #JokerMovie","","Descargar, Guasón, Guasón, Ver, Guasón, Guasón, Descargar, Guasón, JoaquinPhoenix, Guason, JokerMovie","2019-10-04"
"Luz Yolanda Martínez  @luzyolanda09 Oct 4 More El CINE ha regresado tras una larga sequía de casi 55 años sin películas para adultos en pantalla.. ACTORAZO!  #JokerMovie #Guason #JoaquinPhoenixjoker Reply 2 Retweet 5 Like 25","Luz Yolanda Martínez  ","@luzyolanda09 "," Oct 4 ",5,25,2,"El CINE ha regresado tras una larga sequía de casi 55 años sin películas para adultos en pantalla.. ACTORAZO!  #JokerMovie #Guason #JoaquinPhoenixjoker","#JokerMovie, #Guason, #JoaquinPhoenixjoker","","El, CINE, ACTORAZO, JokerMovie, Guason, JoaquinPhoenixjoker","2019-10-04"
"Beckyt  🌷  🐝  ❤️  @27becky Oct 4 More Se lleva mis felicitaciones, excelente película #JokerMovie #Guason  Reply 1 Retweet Like Show this thread","Beckyt  ","@27becky "," Oct 4 ",NA,NA,1,"🌷  🐝  ❤Se lleva mis felicitaciones, excelente película #JokerMovie #Guason     Show this thread","#JokerMovie, #Guason","","Se, JokerMovie, Guason, Show","2019-10-04"
" 〰️ Mariana   〰️  @mafariafanafa Oct 4 More Joaquín Phoenix viviendo en aislamiento, estudiando pacientes reales que padecen psicopatía y trastorno límite de la personalidad para lograr risas patológicas y otros toques realistas para #JokerMovie y tú vas al cine a pedir dos entradas en español latino para ""El Guasón"".  Reply 1 Retweet Like 4 Show this thread"," ","@mafariafanafa "," Oct 4 ",NA,4,1,"〰️ Mariana   〰Joaquín Phoenix viviendo en aislamiento, estudiando pacientes reales que padecen psicopatía y trastorno límite de la personalidad para lograr risas patológicas y otros toques realistas para #JokerMovie y tú vas al cine a pedir dos entradas en español latino para ""El Guasón"".     Show this thread","#JokerMovie","","Mariana, Joaquín, Phoenix, JokerMovie, El, Guasón, Show","2019-10-04"
"Mugy  @Mugymon Oct 4 More Buenos días gente que vive en una sociedad... hoy es el día. #JokerMovie #Guason  Reply 1 Retweet Like 2","Mugy  ","@Mugymon "," Oct 4 ",NA,2,1,"Buenos días gente que vive en una sociedad... hoy es el día. #JokerMovie #Guason","#JokerMovie, #Guason","","Buenos, JokerMovie, Guason","2019-10-04"
"Nelson Matias  @nelsonmatiasok Oct 4 More Obra maestra. Cualquier similitud con la realidad... no es ninguna coincidencia. .  #JokerMovie #Guason  Reply Retweet Like 3","Nelson Matias  ","@nelsonmatiasok "," Oct 4 ",NA,3,NA,"Obra maestra. Cualquier similitud con la realidad... no es ninguna coincidencia. .  #JokerMovie #Guason","#JokerMovie, #Guason","","Obra, Cualquier, JokerMovie, Guason","2019-10-04"
"Freddy De los santos  @freddyaquino15 Oct 4 More Por fin es viernes de cine  #Guason #JokerMovie  Reply Retweet Like","Freddy De los santos  ","@freddyaquino15 "," Oct 4 ",NA,NA,NA,"Por fin es viernes de cine  #Guason #JokerMovie","#Guason, #JokerMovie","","Por, Guason, JokerMovie","2019-10-04"
"Antonio  @AntonioMzDz Oct 4 More Heath Ledger dejando estafeta a Joaquin Phoenix para #guason #JokerMovie pic.twitter.com/1PFlYxXztS This media may contain sensitive material. Learn more View Reply Retweet Like 1","Antonio  ","@AntonioMzDz "," Oct 4 ",NA,1,NA,"Heath Ledger dejando estafeta a Joaquin Phoenix para #guason #JokerMovie pic.twitter.com/1PFlYxXztS This media may contain sensitive material. Learn more View","#guason, #JokerMovie","","Heath, Ledger, Joaquin, Phoenix, JokerMovie, PFlYxXztS, This, Learn, View","2019-10-04"
"Juseff  @Jus_Galvan Oct 4 More Replying to @polituitts Dejen de estar poniendo ""spoilers"" sobre la película del ""Guasón"". #JokerMovie  Reply Retweet Like","Juseff  ","@Jus_Galvan "," Oct 4 ",NA,NA,NA,"REPLYING TO @polituitts Dejen de estar poniendo ""spoilers"" sobre la película del ""Guasón"". #JokerMovie","#JokerMovie","@polituitts","Dejen, Guasón, JokerMovie","2019-10-04"
"Sergio Guevara  @SergioVivemal Oct 4 More Soberbia actuación de Joaquin Phoenix que merece nominación al Oscar desde ¡¡YA!!.. Ese baile en la escalera inevitablemente me hizo recordar a Heath Ledger  pero ¿Como describir #JokerMovie #Guasón ? Simplemente asi    Reply Retweet Like 5","Sergio Guevara  ","@SergioVivemal "," Oct 4 ",NA,5,NA,"Soberbia actuación de Joaquin Phoenix que merece nominación al Oscar desde ¡¡YA!!.. Ese baile en la escalera inevitablemente me hizo recordar a Heath Ledger  pero ¿Como describir #JokerMovie #Guasón ? Simplemente asi","#JokerMovie, #Guasón","","Soberbia, Joaquin, Phoenix, Oscar, YA, Ese, Heath, Ledger, Como, JokerMovie, Guasón, Simplemente","2019-10-04"
"CHARLIE  @CarlosVzqez Oct 4 More #JokerMovie Tan icónica, tan real y fuerte. Joaquín Phoenix nos da un Guasón de calidad, que muestra que tan sólo se necesita un mal día, para volver a alguien loco. Grandiosa   Reply Retweet 1 Like 5","CHARLIE  ","@CarlosVzqez "," Oct 4 ",1,5,NA,"#JokerMovie Tan icónica, tan real y fuerte. Joaquín Phoenix nos da un Guasón de calidad, que muestra que tan sólo se necesita un mal día, para volver a alguien loco. Grandiosa","#JokerMovie","","JokerMovie, Tan, Joaquín, Phoenix, Guasón, Grandiosa","2019-10-04"
"Soy Miguel  @yosoyRamirez Oct 3 More Estreno del mundo mundial... Listo... Sorprendeme!!! #JokerMovie #Guason  Reply Retweet Like","Soy Miguel  ","@yosoyRamirez "," Oct 3 ",NA,NA,NA,"Estreno del mundo mundial... Listo... Sorprendeme!!! #JokerMovie #Guason","#JokerMovie, #Guason","","Estreno, Listo, Sorprendeme, JokerMovie, Guason","2019-10-03"
"Dieguito  @diego_coce12199 Oct 3 More Thanos necesitó de las gemas del infinito para generar caos, el guasón solo necesitó un mal día, #JokerMovie smile, pon tu mejor cara, el actor es genial, la película fue lo mejor, merece muchos premios, esto demuestra no existen malos personajes sólo necesitas buenas historias.  Reply 1 Retweet Like","Dieguito  ","@diego_coce12199 "," Oct 3 ",NA,NA,1,"Thanos necesitó de las gemas del infinito para generar caos, el guasón solo necesitó un mal día, #JokerMovie smile, pon tu mejor cara, el actor es genial, la película fue lo mejor, merece muchos premios, esto demuestra no existen malos personajes sólo necesitas buenas historias.","#JokerMovie","","Thanos, JokerMovie","2019-10-03"
"Anahí De la Mora  @anahidelamora Oct 4 More Hoy se estrena y hay que ir a verlaaa!  #Guason #JokerMovie  Reply Retweet Like 1","Anahí De la Mora  ","@anahidelamora "," Oct 4 ",NA,1,NA,"Hoy se estrena y hay que ir a verlaaa!  #Guason #JokerMovie","#Guason, #JokerMovie","","Hoy, Guason, JokerMovie","2019-10-04"
"M.I.G.U.E.L. O.N.E.  @iMikeXRS Oct 4 More Replying to @jberrones ¡Me ha flipado, tío! HA-HA-HA-HA-HA-HA-HA-HA!!!!! #ElBromas #Guasón #JokerMovie  Reply Retweet Like 3","M","@iMikeXRS "," Oct 4 ",NA,3,NA,".I.G.U.E.L. O.N.E.REPLYING TO @jberrones ¡Me ha flipado, tío! HA-HA-HA-HA-HA-HA-HA-HA!!!!! #ElBromas #Guasón #JokerMovie","#ElBromas, #Guasón, #JokerMovie","@jberrones","Me, HA, HA, HA, HA, HA, HA, HA, HA, ElBromas, Guasón, JokerMovie","2019-10-04"
"Who Am I?  @AstaretMX Oct 4 More ¿Ya viste #JokerMovie?  Bien, ahora, por favor, entiende que NOS VALE 18 KILOS DE VENOSA VERGA TÚ RESEÑA, REACCIÓN O RESUMEN.  En serio, amikito, ahorrate ese tiempo y vete a echar un refresco al Oxxo.  El #Guasón solo necesita tu dinero, y ya lo tiene. pic.twitter.com/gtuonM4jGR Reply 3 Retweet Like","Who Am I","@AstaretMX "," Oct 4 ",NA,NA,3,"?¿Ya viste #JokerMovie?  Bien, ahora, por favor, entiende que NOS VALE 18 KILOS DE VENOSA VERGA TÚ RESEÑA, REACCIÓN O RESUMEN.  En serio, amikito, ahorrate ese tiempo y vete a echar un refresco al Oxxo.  El #Guasón solo necesita tu dinero, y ya lo tiene. pic.twitter.com/gtuonM4jGR","#JokerMovie, #Guasón","","Ya, JokerMovie, Bien, NOS, VALE, KILOS, DE, VENOSA, VERGA, TÚ, RESEÑA, REACCIÓN, RESUMEN, En, Oxxo, El, Guasón, M4jGR","2019-10-04"
"pipiriPao21  @PipiriPao21 Oct 4 More Al encuentro de media noche con Guasón    #sueñenconlospayasitos #jokermovie  Reply Retweet Like","pipiriPao21  ","@PipiriPao21 "," Oct 4 ",NA,NA,NA,"Al encuentro de media noche con Guasón    #sueñenconlospayasitos #jokermovie","#sueñenconlospayasitos, #jokermovie","","Al, Guasón","2019-10-04"
"Tayro Castro   🐺  @tayroelts Oct 4 More Vengo de ver la nueva película de el Guasón  y la verdad me encanto, sin duda uno de los mejores Joker's mis respetos para Joaquín Phoenix actorazo!!!!   #JokerMovie #Joker Reply Retweet Like 2","Tayro Castro   ","@tayroelts "," Oct 4 ",NA,2,NA,"🐺Vengo de ver la nueva película de el Guasón  y la verdad me encanto, sin duda uno de los mejores Joker's mis respetos para Joaquín Phoenix actorazo!!!!   #JokerMovie #Joker","#JokerMovie, #Joker","","Vengo, Guasón, Joker, Joaquín, Phoenix, JokerMovie, Joker","2019-10-04"
"Alejandro Juárez  @AleJuarezA Oct 4 More Todos comparando las actuaciones del Guasón entre Heath Ledger y Joaquín Phoenix y nadie hace mención de la interpretación de Jack Nicholson de 1989.  #JokerMovie  (Jared Leto no cuenta)  Reply 5 Retweet 3 Like 47","Alejandro Juárez  ","@AleJuarezA "," Oct 4 ",3,47,5,"Todos comparando las actuaciones del Guasón entre Heath Ledger y Joaquín Phoenix y nadie hace mención de la interpretación de Jack Nicholson de 1989.  #JokerMovie  (Jared Leto no cuenta)","#JokerMovie","","Todos, Guasón, Heath, Ledger, Joaquín, Phoenix, Jack, Nicholson, JokerMovie, Jared, Leto","2019-10-04"
"Sujeto no tan agradable  @posesteh Oct 3 More Cuando Google lee tu correo #Guason #JokerMovie  Reply Retweet Like","Sujeto no tan agradable  ","@posesteh "," Oct 3 ",NA,NA,NA,"Cuando Google lee tu correo #Guason #JokerMovie","#Guason, #JokerMovie","","Cuando, Google, Guason, JokerMovie","2019-10-03"
"Gastón Pedano  @gastonpedano Oct 4 More #Guasón es otra historia más que nos muestra que detrás de un villano  siempre hay alguien herido, lastimado, frustrado, resentido. Siempre detrás de los malos se esconden las historias más tristes. Por eso la importancia de trabajar en uno y superar las cosas. #JokerMovie   Reply 1 Retweet 2 Like 13","Gastón Pedano  ","@gastonpedano "," Oct 4 ",2,13,1,"#Guasón es otra historia más que nos muestra que detrás de un villano  siempre hay alguien herido, lastimado, frustrado, resentido. Siempre detrás de los malos se esconden las historias más tristes. Por eso la importancia de trabajar en uno y superar las cosas. #JokerMovie","#Guasón, #JokerMovie","","Guasón, Siempre, Por, JokerMovie","2019-10-04"
"Richie Gutiérrez.  @Marinhojjmexico Oct 4 More Alguien!!? #HijosDeLaMx #JokerMovie #Guason #JoaquinPhoenix #BuenosDiasATodos #estudiaysemalvado Reply Retweet Like","Richie Gutiérrez","@Marinhojjmexico "," Oct 4 ",NA,NA,NA,".Alguien!!? #HijosDeLaMx #JokerMovie #Guason #JoaquinPhoenix #BuenosDiasATodos #estudiaysemalvado","#HijosDeLaMx, #JokerMovie, #Guason, #JoaquinPhoenix, #BuenosDiasATodos, #estudiaysemalvado","","Alguien, HijosDeLaMx, JokerMovie, Guason, JoaquinPhoenix, BuenosDiasATodos","2019-10-04"
"Aguila  ♥  @LiliaAguila Oct 4 More Joaquin Phoenix.  Si Heath Lefger no hubiera dejado un gran y excelente legado, seguro no tuviéramos la calidad de este guason, gracias totales, a ambos...  #JokerMovie #Jocker Reply Retweet Like","Aguila  ","@LiliaAguila "," Oct 4 ",NA,NA,NA,"♥Joaquin Phoenix.  Si Heath Lefger no hubiera dejado un gran y excelente legado, seguro no tuviéramos la calidad de este guason, gracias totales, a ambos...  #JokerMovie #Jocker","#JokerMovie, #Jocker","","Joaquin, Phoenix, Si, Heath, Lefger, JokerMovie, Jocker","2019-10-04"
"Oscar Rojas  @ozkarrojasmx Oct 4 More *Viendo Guason * @TH_Herrera: entonces Guason es AMLO.  Me:  ... @TH_Herrera: ... Me:         #JokerMovie #Guason Reply Retweet 1 Like 1","Oscar Rojas  ","@ozkarrojasmx "," Oct 4 ",1,1,NA,"*Viendo Guason * @TH_Herrera: entonces Guason es AMLO.  Me:  ... @TH_Herrera: ... Me:         #JokerMovie #Guason","#JokerMovie, #Guason","@TH_Herrera, @TH_Herrera","Viendo, Guason, Guason, AMLO, Me, Me, JokerMovie, Guason","2019-10-04"
"BaneSand  @bane_sand Oct 4 More #JokerMovie. mi único problema con esta película es: Porqué ""GUASON"" hahaha ah y con el Bruce Wayne todo despreocupado cuando mataron a sus papás  Reply Retweet Like","BaneSand  ","@bane_sand "," Oct 4 ",NA,NA,NA,"#JokerMovie. mi único problema con esta película es: Porqué ""GUASON"" hahaha ah y con el Bruce Wayne todo despreocupado cuando mataron a sus papás","#JokerMovie","","JokerMovie, Porqué, GUASON, Bruce, Wayne","2019-10-04"
"Hughie Campbell  @FerGandaras Oct 3 More El color es un elemento importantísimo. Marca el tono psicológico, describe ambientes y personajes e incluso es capaz de provocar en nosotros ecos que conectan lo que cada tono simboliza para nosotros con lo que ahora estamos viendo en pantalla. #JokerMovie #Guason  Reply 1 Retweet Like 1","Hughie Campbell  ","@FerGandaras "," Oct 3 ",NA,1,1,"El color es un elemento importantísimo. Marca el tono psicológico, describe ambientes y personajes e incluso es capaz de provocar en nosotros ecos que conectan lo que cada tono simboliza para nosotros con lo que ahora estamos viendo en pantalla. #JokerMovie #Guason","#JokerMovie, #Guason","","El, Marca, JokerMovie, Guason","2019-10-03"
"Gustavo  @gusracingclub Oct 3 More Critica de Guasón del diario Clarín: Muy buena. El que ríe último. ¿Ríe mejor?. Más vil que villano, es angustiante. Atípica, mugrosa, lumínica. Que no incita a la violencia, ni vanagloria o glamoriza a un personaje que se convierte en un asesino, serial o no... #JokerMovie Reply Retweet 2 Like 2","Gustavo  ","@gusracingclub "," Oct 3 ",2,2,NA,"Critica de Guasón del diario Clarín: Muy buena. El que ríe último. ¿Ríe mejor?. Más vil que villano, es angustiante. Atípica, mugrosa, lumínica. Que no incita a la violencia, ni vanagloria o glamoriza a un personaje que se convierte en un asesino, serial o no... #JokerMovie","#JokerMovie","","Critica, Guasón, Clarín, Muy, El, Ríe, Más, Atípica, Que, JokerMovie","2019-10-03"
"M.I.G.U.E.L. O.N.E.  @iMikeXRS Oct 4 More ""Si ves a alguien sin una sonrisa, regálale la tuya"". #Guasón #JokerMovie  Reply 1 Retweet 2 Like 1","M","@iMikeXRS "," Oct 4 ",2,1,1,".I.G.U.E.L. O.N.E.""Si ves a alguien sin una sonrisa, regálale la tuya"". #Guasón #JokerMovie","#Guasón, #JokerMovie","","Si, Guasón, JokerMovie","2019-10-04"
